some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
2064,0,4,10,3,12,9,10,14,13,13,17,24,15,12,13,18,14,12,14,22,22,22,25,22,22,20,20,26,26,19,18,23,33,29,23,22,26,20,37,21,26,30,26,27,39,38,50,33,26,35,30,28,32,32,29,31,31,44,30,36,42,43,32,29,34,38,37,29,36,31,32,38,35,42,44,34,48,33,46,39,42,40,39,45,35,34,42,47,43,40,37,44,51,48,49,48,46,35,48,45,22,1
2065,0,0,0,0,0,0,0,1,0,0,1,0,3,1,2,4,3,1,2,0,2,9,8,9,11,4,13,13,11,12,15,11,15,14,11,16,12,17,22,26,21,24,29,26,20,35,30,36,30,40,40,24,33,39,36,33,41,39,31,39,36,36,34,56,34,40,41,43,52,54,36,53,44,49,41,60,45,45,58,51,60,46,66,40,59,50,49,63,48,50,62,71,68,57,57,61,54,60,62,64,30,0
2066,7,17,32,26,23,28,16,29,23,14,24,26,18,19,20,20,24,17,27,27,37,18,31,26,18,15,23,26,33,28,23,35,19,26,27,31,27,18,20,25,25,21,26,18,35,23,29,30,25,33,29,28,23,43,35,32,45,40,33,33,40,31,31,29,36,33,43,37,28,33,36,33,30,32,36,44,21,33,39,51,36,30,32,32,38,35,41,42,37,49,33,39,32,36,35,38,41,44,25,39,21,0
2067,6,3,2,7,9,7,9,9,4,6,16,8,11,11,7,5,9,13,9,4,14,11,17,8,15,12,11,12,16,13,18,13,14,14,23,20,15,23,14,17,17,19,17,33,26,26,30,25,23,20,27,22,21,28,28,27,30,33,39,30,33,35,42,38,35,38,49,41,42,43,30,47,41,33,46,57,45,45,53,63,61,51,49,41,59,57,47,70,72,50,43,56,58,61,50,46,52,79,68,64,34,0
2068,0,1,2,0,0,1,1,2,1,2,3,0,5,3,5,8,5,5,8,8,15,9,12,13,11,16,14,15,16,18,15,17,14,26,23,19,21,32,19,23,24,23,24,36,23,18,30,34,24,40,41,32,36,42,34,39,57,37,37,40,39,42,40,44,34,43,37,38,53,52,36,38,44,57,43,35,45,46,41,53,40,56,41,48,44,50,49,59,51,50,55,51,53,59,53,53,64,48,53,50,34,0
2069,13,10,14,17,9,16,23,10,18,21,24,23,22,19,10,26,18,22,21,17,17,15,17,22,23,21,25,33,27,19,31,29,30,29,19,24,23,18,24,22,20,28,33,30,33,50,32,28,39,31,34,32,33,31,27,27,29,38,43,33,41,24,34,35,35,37,31,35,29,45,45,35,43,32,44,44,43,32,40,37,40,37,31,46,48,46,28,32,46,35,51,35,41,32,32,39,29,39,37,42,21,0
2070,2,7,2,7,15,14,14,5,13,21,16,24,20,26,10,16,22,18,18,19,16,27,23,18,20,18,25,31,24,27,22,26,29,32,28,27,19,24,21,25,20,25,37,27,26,29,30,31,38,32,29,32,26,32,32,33,27,24,48,29,30,38,40,36,40,36,29,33,26,48,31,30,43,45,48,27,38,53,34,42,45,44,36,49,32,36,43,33,42,43,39,52,35,43,51,49,48,46,39,41,29,1
2071,8,7,14,16,9,11,20,15,19,19,17,16,18,24,24,21,31,20,17,15,22,19,16,25,32,28,16,29,23,26,23,17,26,29,24,21,29,29,27,32,23,15,29,23,30,32,22,28,42,36,25,20,30,34,23,18,27,42,35,27,39,35,37,32,34,29,43,36,39,30,30,29,38,37,42,49,42,34,43,47,34,38,32,41,50,44,34,46,44,45,32,34,45,31,53,36,47,45,53,54,22,0
2072,17,27,22,24,29,26,23,23,26,20,17,15,28,22,24,22,30,27,18,13,25,26,14,18,22,25,25,19,26,25,34,11,25,22,22,34,33,24,26,23,24,25,33,29,27,27,38,32,31,25,32,24,33,29,32,33,27,34,29,36,41,38,26,37,24,26,36,35,31,29,21,38,36,43,36,33,39,29,40,30,35,30,35,49,36,46,46,29,32,28,41,40,45,38,41,41,37,53,43,36,19,0
2073,0,2,8,8,8,8,12,11,8,8,13,13,11,8,13,13,23,15,16,9,20,22,24,13,28,17,22,22,32,25,23,27,20,32,31,14,33,32,20,23,31,28,27,28,29,22,29,31,25,23,26,34,42,33,32,29,27,29,36,25,33,33,38,28,38,34,41,35,40,41,44,43,39,44,36,37,42,49,45,51,29,40,40,55,45,39,43,43,52,47,58,41,41,46,47,49,55,42,54,45,25,1
2074,0,4,7,1,3,10,6,10,13,10,14,12,11,12,21,17,14,15,18,29,20,19,8,16,20,19,20,29,39,24,27,19,24,30,24,27,32,30,37,32,32,33,25,27,28,26,40,36,29,40,28,40,46,33,29,45,35,30,35,36,34,34,38,38,36,49,36,43,40,36,32,44,27,42,36,38,37,46,48,40,37,35,55,39,33,40,38,45,38,58,36,28,39,43,40,40,48,35,47,37,19,0
2075,2,14,10,10,12,7,14,14,15,18,13,15,17,20,17,19,23,18,29,18,22,24,15,21,28,25,22,24,32,25,30,27,20,26,20,18,24,26,30,31,36,32,41,24,26,31,35,32,32,33,32,38,34,36,35,43,19,27,39,50,30,38,32,33,38,45,33,31,38,35,55,40,36,38,52,38,39,41,32,37,25,42,40,52,37,49,38,30,32,34,35,33,36,39,44,36,44,40,32,33,18,1
2076,9,23,17,22,20,18,21,23,17,13,23,16,29,18,19,26,17,21,17,11,29,25,27,23,19,22,22,30,22,20,19,19,19,28,24,40,34,27,19,26,28,26,28,23,29,32,32,26,29,32,21,27,30,37,37,23,36,27,33,30,46,35,17,35,28,40,26,36,35,30,48,39,36,29,42,33,29,42,34,40,45,36,49,46,34,44,32,38,35,29,39,42,50,39,47,45,52,44,34,42,18,0
2077,8,14,12,16,23,19,14,12,19,17,17,27,21,25,23,19,18,20,15,23,25,21,19,21,23,31,26,25,22,19,13,18,20,31,21,34,26,28,24,24,27,32,25,24,28,40,34,27,29,27,34,24,38,36,31,34,29,30,37,34,23,40,47,27,43,44,32,39,37,41,39,31,40,39,42,31,29,30,37,39,32,39,41,40,42,31,31,41,41,41,37,38,37,54,31,43,38,53,49,42,16,0
2078,0,1,0,1,1,3,1,4,3,7,8,7,8,3,5,6,8,9,11,12,19,9,9,15,13,13,19,18,12,17,17,19,20,18,19,26,16,14,21,17,23,19,25,15,22,28,20,29,29,13,30,33,37,33,30,38,42,39,44,29,34,30,40,39,36,39,31,48,34,53,41,37,50,63,46,37,36,43,43,59,51,53,64,58,51,48,59,49,52,68,50,39,54,56,53,65,50,67,60,74,33,1
2079,2,6,7,9,9,5,6,6,7,9,7,10,9,10,9,14,9,14,12,6,12,7,8,12,16,8,15,16,10,16,17,20,15,13,17,13,17,17,17,15,19,25,24,23,29,25,30,21,25,32,27,35,24,30,30,24,42,33,32,30,25,32,38,31,33,42,39,36,35,47,33,31,44,50,41,41,53,39,43,43,49,65,49,57,50,50,59,53,55,60,59,68,65,58,73,61,70,56,75,61,24,0
2080,5,8,7,9,9,11,11,14,13,13,8,3,14,8,12,14,13,13,16,15,15,16,24,17,16,19,13,19,13,21,17,23,29,16,17,18,23,28,26,27,32,19,22,24,27,22,25,25,28,30,23,27,31,31,27,34,40,32,38,39,27,25,32,32,31,44,38,41,37,41,43,33,40,39,47,40,44,59,38,36,50,52,56,65,53,39,59,47,53,40,49,40,46,53,61,55,62,51,49,49,15,0
2081,12,22,18,22,23,26,24,22,26,18,18,16,21,22,34,20,22,31,14,28,24,22,19,26,33,22,25,24,33,36,27,22,23,33,35,28,29,30,21,28,24,31,36,33,32,26,27,29,33,28,33,28,38,32,37,25,23,32,31,30,22,27,32,36,29,32,31,21,32,25,33,39,33,30,29,34,33,26,40,51,33,37,34,49,30,45,37,35,28,29,40,41,38,38,45,42,38,41,37,47,14,0
2082,0,2,2,2,1,2,5,1,3,4,3,2,8,9,4,5,5,8,2,7,4,7,5,6,4,3,7,10,4,5,15,5,9,7,12,11,16,10,13,12,11,15,20,14,15,20,22,16,27,18,22,18,15,17,26,25,26,19,24,33,33,30,27,29,42,43,31,31,42,36,39,38,39,43,48,54,47,59,50,51,52,57,44,80,55,87,62,62,52,76,83,76,68,88,82,90,85,93,89,110,54,0
2083,7,14,13,14,13,14,13,11,12,11,21,15,13,14,23,15,20,16,23,23,18,20,31,25,18,22,19,27,18,23,19,17,20,23,28,21,20,24,24,23,23,28,18,21,25,32,31,35,26,33,31,26,38,36,30,32,44,26,38,31,29,33,35,47,34,37,37,43,32,30,37,41,41,36,33,48,37,40,42,44,53,38,52,35,41,43,41,43,42,56,43,42,47,50,40,39,42,43,38,41,26,0
2084,3,9,13,20,16,21,12,18,16,15,17,15,14,20,12,15,24,23,17,33,20,19,15,22,15,16,15,25,18,24,29,26,23,24,18,23,29,26,30,30,34,33,27,21,36,30,26,24,23,25,21,43,28,40,30,42,37,51,29,48,43,38,35,38,37,41,26,39,31,31,35,29,51,41,34,30,40,28,38,29,41,44,41,40,36,39,47,40,36,38,53,33,45,45,42,51,45,40,35,48,19,0
2085,15,22,22,20,22,27,21,26,24,21,26,23,27,40,21,28,21,27,21,29,29,22,26,32,35,31,24,28,35,24,22,30,32,24,29,31,28,20,38,30,36,41,21,33,27,33,34,24,32,32,31,23,29,40,31,25,30,30,48,28,26,34,32,45,36,32,38,33,31,34,36,32,26,23,25,22,28,35,37,31,30,34,27,33,34,33,36,41,33,24,36,31,32,39,39,24,42,28,37,25,25,1
2086,10,36,17,25,25,24,23,20,20,30,30,22,19,23,26,22,27,20,26,31,22,16,24,26,30,21,26,16,33,29,25,21,23,15,27,25,30,28,30,30,25,20,27,36,30,23,30,36,37,31,20,26,28,24,28,30,36,37,32,21,32,27,30,45,26,33,33,27,31,26,40,22,31,27,46,36,30,38,51,36,45,24,37,32,38,31,33,34,38,43,33,51,37,40,39,37,53,41,35,41,21,0
2087,12,16,16,16,16,22,17,20,18,23,19,23,21,22,24,23,20,24,14,18,26,21,18,28,30,19,27,23,19,22,38,26,17,31,23,31,39,31,23,28,25,30,26,31,23,31,39,24,22,30,24,28,26,29,33,22,29,29,35,29,25,34,38,36,44,26,50,41,25,30,36,32,33,36,33,37,33,27,26,33,44,40,24,39,40,47,39,41,37,43,50,46,39,40,39,42,37,42,53,46,28,0
2088,1,5,4,3,3,4,3,4,5,5,4,7,3,5,4,8,12,7,6,6,9,9,4,5,6,11,5,13,13,12,9,14,14,13,12,23,23,15,14,17,17,8,12,12,20,20,17,21,24,13,18,20,23,27,19,23,27,29,29,46,38,28,37,44,31,42,36,48,36,47,45,45,40,44,57,55,45,54,49,48,54,56,63,50,58,59,61,69,62,72,79,59,73,75,72,80,75,62,61,75,51,0
2089,0,1,3,1,5,2,4,3,6,5,3,8,15,6,6,7,7,10,16,13,9,16,14,17,17,11,16,20,12,12,16,24,17,22,18,25,29,14,21,18,18,27,19,29,26,34,21,24,32,36,19,29,34,38,32,46,34,42,47,45,35,37,38,30,36,38,30,38,38,38,50,30,45,42,33,47,50,50,59,48,44,47,57,48,42,40,57,62,54,65,62,36,57,60,63,52,44,53,57,56,31,1
2090,3,6,6,5,4,8,7,6,12,14,7,9,7,5,8,7,13,5,7,14,20,16,9,7,16,12,10,17,18,18,16,18,11,20,26,18,19,21,16,18,26,24,14,14,25,18,27,23,26,14,24,37,31,29,22,25,37,28,23,26,37,39,23,27,26,46,42,42,33,47,42,41,49,46,45,51,55,41,44,36,40,46,55,47,48,52,72,64,60,56,49,60,46,75,71,66,58,78,77,72,24,0
2091,0,0,2,2,3,3,1,3,2,8,7,3,8,8,10,10,9,9,6,10,13,11,9,13,12,20,22,22,21,12,9,18,23,19,19,19,21,20,24,19,28,17,20,22,26,31,28,26,28,37,26,24,28,33,33,29,30,41,29,27,34,43,23,28,38,40,49,45,34,47,39,46,44,44,55,50,44,34,52,59,45,47,49,48,45,48,44,53,60,55,63,48,63,65,49,56,56,65,76,70,34,1
2092,1,0,0,0,3,0,3,1,0,2,2,1,4,4,4,3,6,6,5,9,5,3,8,9,10,13,17,9,12,11,14,12,16,25,15,21,28,16,20,25,23,27,25,19,32,34,28,20,22,28,37,37,24,37,30,30,33,39,40,35,33,34,38,38,37,46,38,53,43,56,34,51,31,52,58,45,57,50,54,47,59,35,65,51,62,47,60,53,52,49,46,63,68,54,83,46,54,53,58,59,45,0
2093,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,3,4,3,2,0,1,2,7,6,4,4,6,3,7,7,9,6,14,15,17,9,11,17,11,22,19,22,28,21,21,19,31,25,17,17,40,33,29,26,32,43,39,36,42,44,45,43,44,32,43,53,53,53,55,55,46,53,38,58,55,53,71,70,65,51,60,63,56,68,61,64,57,79,83,78,75,65,83,55,68,69,70,28,0
2094,6,13,6,12,10,8,9,18,12,7,12,15,13,15,8,12,7,13,18,15,11,20,14,15,16,21,15,16,13,12,26,23,20,21,19,18,26,26,18,19,26,23,18,22,25,31,23,21,33,28,41,40,35,23,40,37,33,34,27,39,41,33,31,37,32,23,41,45,44,34,42,42,51,37,48,34,46,45,38,47,56,43,48,45,46,56,50,44,40,41,54,41,46,58,51,55,45,57,54,62,20,0
2095,1,0,4,2,3,2,3,2,2,2,3,1,2,5,1,4,1,4,3,2,3,5,9,5,7,8,2,7,10,6,7,9,4,5,11,8,10,11,13,7,17,17,11,12,13,17,14,20,13,14,29,19,24,18,34,18,25,30,21,34,33,36,30,34,27,35,30,39,45,39,43,53,39,42,51,55,39,47,56,65,52,52,55,51,63,67,73,84,70,56,78,92,96,88,83,96,83,86,79,103,61,0
2096,0,0,0,0,0,0,0,0,2,2,2,0,4,8,7,8,8,7,8,5,12,9,7,12,14,11,17,14,18,23,16,19,19,13,24,29,25,30,23,22,24,31,21,26,40,33,28,38,34,29,45,36,39,38,27,30,26,25,40,36,41,47,43,35,28,42,32,52,49,47,47,49,51,43,41,43,46,50,56,52,55,47,41,43,50,53,44,47,53,45,59,72,50,56,54,46,40,51,47,58,31,0
2097,1,6,11,16,7,14,14,12,13,9,14,17,14,4,9,10,15,12,20,13,14,11,18,15,15,14,14,15,15,27,22,12,24,11,29,23,26,14,28,19,26,19,24,20,18,23,30,28,30,26,34,36,25,36,28,20,19,36,28,24,31,32,29,44,41,43,34,32,32,38,43,44,55,39,46,37,34,39,56,31,43,50,48,50,38,63,60,58,49,51,56,58,48,52,54,66,68,49,48,62,22,0
2098,0,0,1,1,5,0,1,4,4,2,2,3,7,9,8,8,3,15,8,7,11,7,10,12,13,8,4,8,10,20,12,22,20,21,18,22,22,22,15,27,21,30,27,26,28,36,25,21,22,27,37,29,37,30,27,34,41,34,24,33,35,42,46,40,38,43,42,42,50,42,45,43,45,54,45,56,40,39,37,50,42,49,63,52,41,48,49,57,74,47,61,54,67,58,70,45,60,53,59,64,32,1
2099,8,20,21,21,26,11,22,26,22,20,27,27,27,26,22,27,24,24,33,31,28,26,23,28,31,26,18,33,31,23,23,22,25,26,19,31,14,26,19,27,27,34,26,32,26,27,31,29,28,31,31,28,32,26,38,39,30,32,33,32,33,33,27,33,27,34,37,36,29,30,28,37,25,38,36,41,27,24,41,34,33,52,33,39,26,27,32,39,39,40,44,42,34,28,40,34,40,40,42,47,23,0
2100,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,3,3,3,2,4,4,4,1,8,13,5,8,7,11,9,13,13,17,13,10,17,22,12,20,21,23,25,25,28,25,30,30,25,32,29,37,28,21,28,36,43,35,41,45,46,48,46,42,54,41,62,50,50,47,35,48,58,44,47,47,63,60,61,56,56,68,50,73,60,54,57,48,61,62,65,51,71,79,66,61,71,76,31,0
2101,0,0,1,0,3,0,2,3,1,2,6,2,4,4,6,6,5,4,4,13,6,15,13,10,14,6,15,16,13,13,16,20,20,18,18,22,26,19,21,18,28,30,25,20,32,29,37,31,23,31,26,25,31,30,30,34,28,28,47,35,36,36,37,38,30,45,31,37,39,48,50,35,39,42,28,40,45,48,46,40,51,51,65,60,43,52,43,53,60,60,64,59,62,69,60,69,74,61,68,74,27,1
2102,2,10,3,4,4,6,7,10,4,9,12,10,11,4,13,11,6,13,18,8,18,17,20,16,14,15,7,22,14,20,17,22,25,27,30,18,22,34,27,35,29,23,42,28,30,32,42,36,26,37,34,24,51,32,41,49,46,37,41,37,35,42,37,51,30,37,41,39,42,43,45,39,38,33,30,38,40,34,44,45,33,37,43,38,39,40,40,52,50,54,56,48,36,41,39,49,51,44,54,42,29,0
2103,6,13,20,17,25,19,20,18,16,13,14,27,20,22,13,17,19,23,27,23,27,21,22,22,26,20,29,28,25,22,22,32,22,20,18,41,23,22,28,22,25,22,27,24,30,26,28,20,24,30,26,37,29,37,22,26,42,39,27,31,39,30,32,29,39,46,32,25,27,36,34,37,35,50,31,32,31,41,42,45,29,47,44,40,47,46,40,36,43,35,43,53,31,45,47,44,39,41,32,52,17,0
2104,0,1,1,1,0,2,3,2,6,2,7,3,7,17,5,4,8,11,8,13,3,10,18,16,13,16,14,22,17,23,22,25,30,19,36,23,26,24,25,30,32,28,33,26,40,51,29,43,24,31,32,35,32,44,43,30,33,42,41,48,33,37,31,39,38,37,45,35,32,32,46,52,39,41,47,50,44,34,40,49,39,50,40,35,52,48,54,58,49,53,42,48,50,44,51,40,44,47,52,54,19,0
2105,1,1,0,2,4,3,2,3,6,4,6,7,3,3,3,5,1,8,5,4,6,5,2,9,13,14,10,5,12,7,7,13,6,5,11,12,9,11,15,7,4,14,16,12,21,26,12,18,20,14,21,25,26,19,23,24,17,25,35,27,24,34,24,33,36,43,23,23,47,49,40,58,36,36,48,44,45,60,55,60,43,64,56,73,63,67,61,64,72,65,83,70,77,88,70,79,89,100,85,109,55,0
2106,3,8,20,14,20,13,15,18,18,11,16,12,26,17,15,19,13,20,18,26,22,24,13,30,28,18,24,23,25,23,15,22,17,23,22,22,25,21,31,28,28,28,28,26,28,31,40,24,30,27,22,30,31,30,35,38,31,42,41,37,40,38,33,32,34,33,32,35,35,46,45,29,38,33,38,43,32,43,36,51,38,38,40,40,35,40,38,40,43,43,40,46,57,40,45,41,41,40,38,40,26,0
2107,8,11,8,11,15,12,13,13,12,11,19,14,15,12,11,16,17,14,24,9,21,24,20,17,15,14,22,21,27,21,23,20,15,22,25,24,16,23,28,18,21,34,24,28,24,24,31,24,38,26,35,37,31,32,29,37,39,28,31,33,31,40,26,38,39,57,39,30,38,31,38,51,44,36,44,42,45,47,33,50,44,35,33,52,53,47,35,48,47,36,47,38,38,46,50,40,53,58,43,43,28,0
2108,0,0,0,1,0,3,1,1,5,2,1,4,3,6,2,6,4,5,8,9,7,11,7,11,5,8,8,11,12,8,18,10,14,16,15,14,13,19,22,15,17,21,16,24,23,21,17,26,20,27,30,17,31,35,25,28,42,38,37,35,30,42,35,37,39,45,32,43,56,45,41,52,47,38,64,44,41,47,53,43,48,45,58,52,59,67,66,61,61,84,57,62,61,74,60,51,69,66,79,78,33,1
2109,2,3,12,10,13,11,10,8,13,13,17,12,19,17,19,16,24,23,18,17,17,20,27,17,18,29,12,21,23,28,21,21,28,28,27,29,37,40,36,26,34,35,34,27,37,27,28,26,32,36,37,25,28,32,34,35,33,34,35,33,37,32,32,27,36,40,40,36,36,34,39,40,44,32,36,46,36,43,51,32,49,36,46,42,33,40,35,45,44,42,38,46,30,43,36,32,42,35,37,54,22,0
2110,0,0,0,0,2,3,1,2,4,0,4,1,1,4,3,2,3,8,8,8,5,6,2,10,6,9,10,12,15,7,21,11,11,7,15,19,10,13,25,22,21,30,17,29,22,25,36,19,23,18,27,38,25,39,37,34,31,45,32,27,45,42,44,38,47,37,39,37,43,43,46,48,60,56,61,48,44,58,56,48,61,52,58,60,59,50,45,60,58,41,65,51,57,59,68,63,68,70,67,58,25,0
2111,0,1,1,0,1,0,0,4,0,1,1,1,4,1,3,4,4,3,10,10,6,3,5,8,13,3,8,13,6,6,9,12,24,14,11,15,13,24,24,22,18,20,19,28,21,21,21,25,31,29,28,33,33,30,35,31,23,40,34,39,40,42,47,42,43,41,40,52,48,40,30,33,46,56,37,50,50,42,62,49,57,49,47,55,58,55,56,66,59,59,70,63,54,68,54,70,76,74,76,65,32,0
2112,10,27,24,28,33,21,26,26,30,22,23,22,21,16,27,23,18,27,28,26,21,23,18,23,29,26,14,33,24,28,13,25,28,19,21,25,28,37,25,33,26,37,30,30,23,31,36,28,25,31,35,25,28,36,27,28,27,29,41,35,42,26,28,36,32,24,40,34,27,31,38,38,30,40,38,32,34,27,34,35,22,26,42,36,38,43,40,30,39,38,43,33,36,37,44,34,33,41,43,40,17,0
2113,4,6,8,4,3,10,6,4,3,5,5,8,8,8,9,8,13,11,15,11,9,11,12,13,14,16,19,16,15,14,20,14,15,16,21,18,33,25,24,12,23,23,31,29,26,28,18,20,24,30,22,23,33,37,35,38,30,45,36,29,22,36,38,27,32,41,41,31,46,37,41,38,35,49,42,43,51,54,45,47,45,41,56,43,51,59,54,50,54,58,63,49,53,51,60,62,51,74,59,76,29,0
2114,11,23,22,26,25,27,14,22,26,17,26,30,28,20,18,20,22,20,25,18,19,26,34,26,27,18,27,22,27,18,23,23,31,21,23,33,24,29,26,28,23,33,34,31,33,27,38,34,29,24,26,36,37,31,38,27,31,33,29,20,37,25,42,35,31,39,33,37,26,23,39,36,36,36,25,26,39,30,30,26,48,40,43,39,47,31,45,37,30,30,35,34,41,41,46,33,42,36,35,32,25,0
2115,6,8,7,4,11,15,5,6,7,9,6,14,10,12,4,10,10,19,10,17,15,7,13,18,12,11,19,8,21,14,17,19,21,12,16,15,20,20,13,18,21,10,21,15,24,20,25,25,25,25,32,15,45,31,26,37,19,23,24,40,38,34,29,40,42,37,34,45,44,48,38,36,49,35,60,52,45,36,46,57,57,48,43,46,59,43,53,45,58,45,62,50,59,71,59,54,64,58,65,76,38,0
2116,7,16,9,18,15,11,16,20,18,14,19,21,17,23,10,13,17,18,15,16,20,13,15,22,16,19,22,23,17,28,24,29,15,24,27,21,18,24,30,21,29,26,31,22,29,32,30,16,22,30,19,29,28,29,28,44,26,29,37,30,51,36,27,37,44,34,43,28,37,42,36,32,30,40,43,43,33,42,39,33,45,47,41,47,38,47,50,56,44,38,48,49,42,62,44,34,45,48,47,50,21,0
2117,3,5,2,2,3,11,4,10,3,9,5,9,9,7,10,4,10,9,11,9,13,16,9,8,12,7,14,11,7,13,11,16,24,6,19,22,16,17,19,19,19,32,21,16,30,19,20,29,24,31,26,28,26,18,21,27,28,35,27,29,33,26,44,40,30,31,42,37,34,49,44,35,40,42,48,43,48,43,49,57,55,58,46,62,50,65,54,51,60,61,71,79,65,55,58,60,78,57,77,66,37,0
2118,0,1,0,0,1,1,5,4,8,6,2,8,10,5,10,9,8,12,10,8,10,12,5,14,9,18,17,19,12,15,13,12,19,12,13,21,19,21,22,21,23,26,21,29,33,31,29,41,26,32,34,26,24,32,41,28,30,37,27,33,37,38,29,48,42,42,42,40,38,41,41,37,54,55,56,40,46,46,46,44,40,45,42,57,70,46,59,60,54,58,57,59,52,50,61,58,50,61,54,61,29,1
2119,2,2,2,2,8,3,4,1,7,8,14,3,11,9,11,8,7,8,10,21,19,17,20,15,30,20,14,20,15,23,23,20,18,25,18,35,19,30,34,34,38,27,22,27,30,36,48,33,32,45,24,46,35,42,44,34,35,31,31,42,37,42,44,41,39,49,31,43,40,49,47,43,28,46,38,33,45,42,49,47,45,49,40,41,40,48,39,41,44,41,38,44,39,45,36,44,41,50,31,45,34,0
2120,0,0,0,1,1,0,0,1,1,2,4,5,4,1,6,6,3,5,4,13,10,11,14,6,15,19,12,16,25,9,16,16,24,18,25,18,26,30,26,21,23,30,33,27,38,28,38,39,35,37,23,37,35,38,36,34,30,55,49,38,40,43,41,58,44,35,40,50,53,37,49,56,49,55,44,42,51,41,43,57,40,46,49,42,47,54,44,43,39,42,58,55,47,44,47,51,50,44,50,41,22,0
2121,6,7,5,7,6,3,5,10,7,9,14,8,10,11,15,15,9,4,13,7,8,14,13,13,11,8,16,17,21,13,15,13,16,17,21,26,21,17,25,26,25,23,22,24,26,26,17,22,22,32,34,25,40,35,28,26,31,36,36,45,23,31,38,42,39,34,47,48,47,33,46,40,44,44,48,59,44,53,45,47,42,44,44,41,48,57,44,56,50,48,48,63,52,57,72,64,53,55,60,43,30,0
2122,0,0,0,0,1,1,0,1,1,0,0,4,0,2,1,3,2,5,5,3,5,8,2,8,5,14,12,13,9,10,13,15,15,21,20,21,17,23,24,20,19,24,28,33,31,24,29,32,34,29,31,28,43,41,34,41,38,38,29,43,46,39,44,34,52,45,47,46,38,39,53,34,52,58,37,50,50,49,56,53,46,53,54,51,49,45,44,63,47,64,60,59,50,53,64,68,53,59,62,58,23,0
2123,0,0,1,2,0,1,0,0,1,0,4,3,6,4,5,3,3,5,10,12,7,14,7,7,14,11,14,13,19,7,22,15,16,22,16,24,29,19,24,25,18,31,33,41,24,32,31,23,22,35,38,27,38,36,27,50,43,35,37,44,36,42,52,40,40,39,38,52,46,45,37,47,47,53,49,48,49,50,37,54,49,51,50,56,51,48,52,43,52,50,55,38,64,55,42,57,51,54,51,53,27,0
2124,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,2,4,2,1,5,5,6,7,5,8,12,12,14,12,15,14,13,10,10,15,16,14,12,12,25,23,25,27,28,26,22,14,33,23,28,30,33,38,30,37,25,27,50,45,31,31,38,38,37,44,42,37,49,45,41,44,49,57,41,41,63,57,55,48,49,60,61,62,55,65,58,62,60,48,51,54,57,72,70,53,72,56,66,69,62,28,0
2125,4,17,18,16,15,18,15,20,22,12,19,20,23,23,22,19,16,20,15,19,29,22,15,15,26,21,20,18,19,19,21,19,27,24,16,14,22,20,20,21,17,21,26,23,24,25,26,23,28,37,33,32,33,21,32,28,37,31,32,39,26,33,31,30,41,31,37,39,28,42,45,27,47,32,35,42,34,42,51,46,50,43,42,56,43,31,44,35,44,56,40,38,43,44,43,46,61,46,46,47,34,0
2126,0,0,1,1,3,2,3,3,1,4,3,7,3,8,7,5,7,5,8,8,8,5,9,13,15,16,14,20,16,19,23,15,26,20,14,28,20,24,26,27,24,26,15,32,17,18,27,31,29,30,32,39,30,39,31,27,24,41,50,51,37,44,52,39,40,41,55,35,45,42,46,44,46,54,43,51,52,42,48,42,50,48,41,42,52,51,71,54,45,52,48,51,66,39,52,57,62,44,53,46,28,0
2127,7,18,17,21,15,27,22,18,21,25,16,17,26,16,27,20,25,20,29,30,27,25,29,29,19,25,21,21,24,25,29,24,24,21,31,33,23,32,26,20,28,41,21,21,32,29,26,32,24,34,26,40,28,26,23,29,26,42,28,29,38,34,44,34,31,34,34,42,32,28,27,33,40,35,32,34,38,25,21,41,45,26,40,34,36,34,46,35,43,36,50,33,36,29,38,49,39,39,58,40,27,0
2128,5,10,9,11,9,13,9,12,10,13,5,14,19,17,10,14,19,19,19,7,22,19,16,18,11,20,18,12,24,27,23,23,26,30,24,28,15,22,27,34,29,28,27,19,25,22,42,35,33,28,37,26,30,25,36,32,35,28,36,43,37,44,41,35,43,41,39,37,35,45,28,30,36,54,43,50,46,40,49,41,32,49,42,32,42,36,43,48,43,45,44,37,38,39,48,41,57,47,46,52,26,0
2129,0,0,0,0,2,1,1,0,1,1,1,4,2,3,5,2,9,3,10,5,8,16,5,9,15,11,7,9,10,11,17,15,14,15,13,13,10,21,12,21,22,21,24,25,30,19,30,25,28,22,29,27,28,28,37,29,35,39,32,34,31,38,38,40,42,39,45,36,44,44,38,47,50,36,62,55,55,53,47,47,61,40,47,47,53,43,42,66,66,54,65,53,61,71,69,89,86,53,90,62,29,1
